ID,Comments
2117,"After all, the more fines from the user, the harder the rip off and the more rampant user information"
2125,"The fine is too low!No one manages the complaint, pit people"
2132,"The fine is not strong enough, and it should be fined in one billion units.Suggest reference to foreign fine standard, punish millions, hundreds of thousands of kill a mature seconds to earn back what use.As a capital, of course, would rather pay a fine to kill, I pay a fine, while making money and earn more."
2133,"It is best to greatly increase the fine amount, and then increase the peer or individual report channels and give a certain proportion of the total fine bonus as a special reward to safeguard the public interest"
2159,"Penalty 50w, before people kill a million, fine is useless, but make a little less [speechless]"
2162,"If one case is found, if the platform is suspended for half a year, and with unpredictable changes within half a year, competitors will get up to create opportunities for other platforms and create healthy competition.Suppress monopoly."
2164,"Find killing, and what?Penalty of 50 for punishment?"
2165,Discover a must report [2233 niang _ anger]
2168,Comment just want to top to the Xinhua News Agency who all tmd do not pretend to be dead
2169,Comment just want to put the Xinhua News Agency top all tmd do not pretend dead ah
2170,Comment just want to put Xinhua News Agency top all tmd don't pretend dead @
2174,"And why Beijing fly southwest of Guizhou Guiyang is the most expensive air tickets, thousands of times, the surrounding areas of Guangzhou, Guangxi, Chongqing, Sichuan and Hunan air tickets are cheaper [hot eyes] I basically spend two or three times higher than my roommate every time home.Green trains take about 10 hours"
2180,"Ele. me and Meituan are working around, so we can't, just for the time being"
2182,"Ele. me, Meituan, all cooked ah [eat melon]"
2185,"Nausea, really disgusting, we are not bad that few dozens, but without us to do this kind of disgusting things, I go to your capitalist's genealogy"
2186,"Nausea, in addition to nausea or nausea, I used Meituan to buy takeaway red envelope, and then the two days without a card to cancel several times, finally saw me cancel several times directly gave me a special discount red envelope coupon [smile] [smile]"
2187,"Below more management, increase fine intensity"
2188,"Search several times on the price increase, order a few freight insurance, freight insurance will do more than 6 yuan, after ordering two show more than 9 yuan, and Meituan booking hotel, I use Meituan less show the price 198, a friend used more than the same link point show 209. [tv_ supercilious look]"
2189,It would be nice to fine more
2190,"Check a few times more the price will really get higher, before you buy a ticket the next day to see again up [hot eyes]"
2193,To kill the ripe software directly off the shelves will certainly work
2194,"For the later difficult proof because I do not know the algorithm, why you need algorithms to prove it, can't you compare different mobile phones like the video?"
2195,"For the barrage of things I want to say: Apple smoke does not include takeout, ticket tickets, etc.Apple's purchase includes the following aspects: if the purchase behavior acts on the APP, such as the APP (paid download) that you need to buy, game diamonds, APP members and other virtual items, you need to go in-house purchase, Apple draws 30%.If it is physical goods, such as takeout, ticket, travel expenses, Taobao goods, etc., Apple does not draw out, you can directly WeChat Alipay bank card payment.If it is a reward, such as b station charging, Kuaishou live broadcast reward, if the developer doesn't smoke it, then Apple does not smoke it.If the developer does, Apple.To sum up, big data in ticket and takeout and other aspects of killing has nothing to do with smoking!Is the black heart of the Internet enterprises!"
2197,"The most intuitive feeling for me is that most people used to order takeout for about 15 yuan, but now it is basically 20 yuan. Before, ordering takeout was cheaper than in the store"
2198,"It's very unfriendly to Apple phone users. Maybe the more expensive the models are, I can fight the one plus five for a few more years [doge]"
2201,"Poison APP into the collection of more than an hour did not pay up more than 100, have not to buy"
2202,"TikTok put the user's mobile phone as a broiler, the background to the user account to post comments, I found three times, I did not open the comment input box, but the screen prompted ""comment success"", and then I quickly opened the comment, as expected, ""I"" left a comment, look to strict check"
2204,"Did not reach the point, or quite a fully competitive market environment, but also put aside that blow the market, is the lack of supervision and punishment"
2205,"Are almost into menstrual news, the question is someone remediation?"
2206,"Understand, this will buy a 1000 mobile phone taxi"
2209,"Understand, buy 2 mobile phones"
2210,"Understand, today with my father's mobile phone to order takeout, tomorrow with my sister's mobile phone to order takeout"
2214,"Dong can try to see what flights are on the app. You can confirm the official website before placing the order. For example, Spring Airlines will go to the official website of Spring Airlines"
2217,"Last year, my colleague joked that Meituan ordered 500 yuan for a four-star hotel with Meituan. My aunt said that the local people knew that a room in a hotel was 160."
2224,Top grid fine only 50w = next time also dare
2225,"Is a top fine of 500,000 a deterrent to them?"
2226,Top penalty 500 thousand??
2232,thumb up Xinhua News Agency is right
2234,"Order takeout because it is cheaper and convenient than to go to the store. When it is more expensive than the store, you don't order takeout and go to the store to eat.[doge]"
2236,"Camed and criticized Meituan and Ele. me, I was punished by big data, not allowed to buy extra bags, play customer service, customer clothing stupid, and then I opened 5 more numbers, each is the annual fee from pdd, which you forced me [doge]"
2237,"Name call: Tencent, Alibaba, Tongcheng Yilong, JD, Didi, Meituan,"
2238,"Name call: Ma Huateng, Ma Yun"
2239,"Roll call, mobile Unicom telecom all kinds of kill familiar harassment telephone for decades did not see the Xinhua News Agency roll call?"
2240,"Point back to the arrival and payment interface.It's not the same account, either"
2241,"First, the first point, now people are too easy to take the rhythm, a little area to run.(Here, each platform is about the same, just a question of how much audience).Second, whether you believe it or not, as long as a person is investigated, whether he has a problem, then he has a problem, after all, a rumor mouth, dispel rumors to run broken leg?If what is not quite right, please give advice, I want to draw with you"
2243,"The first time to buy a plane ticket, not sure to buy not to buy, the first time to see 800, the second time to see 805 and finally determined to buy 820 to buy it for a few years"
2244,"Enter the flying pig for the first time, Shanghai to Guangxi to have 400, go out to come in to add passengers, my 400 yuan?How to change at least 490?Brush again?Don't come out, then buy the 490's.How to buy one more?Then I'll go in and buy it again, what happened?The 400's are coming out yet again?After buying it, ah, I made it [hot eyes]"
2245,"Didi early deleted, I have long found this situation, disgusting bar!"
2246,"Didi discount discount volume, buy you know how much pit it is.Buy a 6 $620% roll.Then I take a taxi, and I did get 20% off for the first time.Six dollars less.Then the discount followed, but the discount was higher than my other phone didn't."
2247,"This is the same with Didi. Apple two people rides more than 300 travel expenses, Android only about 240 [wonderful] began to think that the card, back closed or the same"
2249,"Didi is really enough. I had reached platinum a few months ago.Then today I took a taxi to see the price of 72 yuan, I asked my companion to take a taxi, his price is 42 yuan.[Hot eyes] [Hot eyes] [Hot eyes]"
2250,"Didi is also familiar. On the same journey, relatives (old Didi users) use a Didi taxi, a direct taxi for 8 yuan, and the newly registered Didi taxi is also 8 yuan."
2251,"Didi killing the ripe is absolute.I have done experiments, the four students took a taxi shows completely different prices"
2252,"Every time Didi opens it, the price is different, and it will rise a few more times in a short time"
2253,Didi costs two phones for two
2254,"Didi often, if you do a car on the common route, you directly click on the common route and you search the location to determine, there is always a difference between a few yuan to 10 yuan, there is no discount"
2255,Didi Taxi is becoming more and more expensive
2256,Didi Taxi is also familiar with the killing
2257,"Didi taxi out of the right line!Same distance from same start and end point!Week 18, Week 29!Week 3:10 blocks!Stable for 11 blocks after the fourth week!"
2258,Didi Dache.Meituan hungry all have big data kill ripe [hot eyes] used all know
2259,"Didi Taxi, Android machine, before the taxi in Beijing was added money he did not feel, but also think that there are coupons and preferential, anyway, the road conditions in Beijing are also blocked, so it is not easy to judge the price comparison between waving taxi and Didi.Now back home, we take a taxi to the hospital, 6 yuan.On the first day of Didi, I spent more than 6 yuan and went home at the same time. The next day, I told me what to increase the evening peak during the next day.A price back actually cost 11 yuan!!Our small city bus stopped after 6 o'clock p. m., there is no evening rush hour ah [tears of joy], and extra money.Also said that around the drivers are busy, whether to add money to long-distance dispatch.After refusing to show or 11, standing on the road waiting for a while, there is a regular taxi, home or 6 yuan.Small cities, not every festival which so easy traffic jam ah."
2260,Didi Dache
2267,"Low consumption, not buying a house, not getting married, not having children, is my way to fight against this capital society.[OK]"
2268,"Low emotional intelligence: software big data kill familiar.High EQ: software big data identifies the poor, the reason is warm [doge]"
2269,Low eq: big data kill ripe
2270,Low eq: big data kill ripe
2271,"wait a minute!Price discrimination is a win-win situation, how do you start to rush, campus cards, some discounted goods and so on too much, in the face of different people to give different prices, and even some morning and evening prices of different goods, in essence is also price discrimination, how do you..."
2272,"Wait for the snow snow last time Jingdong saw Elet rice cooker, darling, all the software advertising has rice cooker, uc, Momo, QQ, Pinduoduo, Taobao, Vipshop, made me sick"
2273,"It is true, my mother and I, Taobao search table found out the same style, but the price is hundreds different....."
2274,We need to improve the provisions of the Internet laws
2278,"How should you check it out?Start with two or three mobile phones, then connect to a different WIFI and turn off the Bluetooth GPS, and then refresh it"
2279,Who exactly is the capitalist ah?Our national capitalists can be powerful foreign capitalists are what garbage ah [crooked mouth]
2280,"When profits reach 10% they will move, when they reach 50% they will take risks, when profits reach 100% they dare to trample on all human laws, and when profits reach 300% they dare to risk hanging"
2283,Is it common sense?Buy air tickets to draw an apple into what?[Question] [doubt]
2284,"The barrage is a group of cloud users.These entities and other payment apple is not drawn, this is the price is not understand?This is also washed?So to say my bank card transfer draw 30%?Hope to smoke these more every day??Users' money, anyway, they do not care about their own rights, but also to help to wash the land [doubt]"
2285,"barrage said penalty is really no problem, now is who tell who compensate over, like direct lawyer to iQIYI advance on demand, platform illegal cost block, according to the user registration fine directly, tens of millions of registrations according to the number of 10 yuan can kill them, see which platform also dare to demon..."
2292,"In terms of air tickets alone, the best way to solve big data killing is led by the Civil Aviation Administration to integrate all domestic airlines and develop an online ticketing platform [eat melon] similar to railway 12306 [eat melon]"
2293,"Catch a penalty to the capital feel pain pain, otherwise the company senior who care ah, also feel is line rules"
2295,"Catch a fine of 50% of that year's profit, the state Treasury is sufficient is not happy"
2296,"Even if large enterprises impose a fine of 100 million yuan, they can reach hundreds of millions just looking at the activity flow of the original god. Then compared with these large platform enterprises, users are dozens of times that of a second yuan game, which can be estimated.The premise of the masses is that the masses will be willing to make such a proof for the 2 yuan, and few people will spend the energy willing to do it"
2298,"Big data graduates said that learning hair is lost, graduation also face unemployment, read a wool"
2299,Is this what you play with big data?[feel uncertain]
2300,Big data identifies the poor by 2 yuan.[show the whites of one's eyes]
2301,The scariest thing in the big data era is big data
2302,"The era of big data has limited our vision, allowing people to only understand things unilaterally, leaving many circles far apart, and preventing people to passively absorb new information."
2303,Who is managing big data?
2304,Big data has been familiar for several years. When can it be solved?Please improve regulation and punishment.
2305,Big data killing and killing is suspected of price discrimination
2306,"Big data kill other I don't know.But a third-party platform, Ctrip.The same journey.Meituan's price generally takes supplier data.There are only service fees and some products to make money.The price does not know where to come from, but also bullshit the third-party platform to kill familiar"
2307,"Big data kill ripe is very normal ah, the last time I used the flash to send WeChat 20, Meituan only 12. This is the dependence of the eating users, do the product is to make money."
2308,Isn't big data killing said a few years ago?This also requires testing?Most people who have online consumption experience know it
2309,Big data kills ripe oneself
2310,"Big data kill ripe, I saw the Xinhua News Agency reporter kill crazy [tears of joy] [tears of joy] [doge]"
2311,"Big data kill familiar, give you a customer portrait, in you did not discuss"
2312,"Big data kill ripe, big data era, times kill ripe, oh roar."
2313,Big data to kill
2314,Big data makes capital easier to cut leeks
2315,"Big data is to collect privacy for the enterprise service, in addition to the conventional improvement of operation, not kill what use, with the belly also want to [doge]"
2316,Big data is big data
2317,Big data is good (
2318,Big data is good
2319,Big data also has privacy rights
2320,"Big data also kill Apple [doge] before the taxi, my colleague Apple mobile phone 60, my Android mobile phone 40 [crack melon seeds]"
2321,Big data analysis can't do it with me [doge]
2322,"Big data all understand, Xinhua News Agency does not want you to whole you, anyway, you can't catch [doge]"
2323,The disadvantages of big data points are prominent
2324,The role of big data is to harvest the common people
2325,"After all, the use of big data is still card cost increase price is not it, can not believe that human nature is the law of our survival."
2326,"The difference between big data is more horrible than we think, and even if you watch videos and comments, it will selectively show you what you like to watch"
2327,"The purpose of big data is to serve capital. Don't talk on various functions, every result is to guide capital"
2328,"Big data should not be used to capitalists to kill users, but use large to improve the quality of products and services for enterprises to serve users well, so as to continuously promote the progress and development of society."
2329,Is big data unfamiliar or big data?
2330,Isn't big data just used for businesses?(Dog head life)
2331,Big data is not on that
2332,"Big data must be controlled by state organs and cannot be given to capitalists, otherwise it is a blood-sucking weapon and mobile phone privacy"
2333,big data?It's just brushing the background to collect data
2335,Big platform: the penalty is not a penalty of about five hundred thousand?
2336,Where do you buy air tickets and high-speed train tickets to buy ah
2337,"It is relatively the most cost-effective to really go to the airline official app to buy, each airline member day also has a cheap member price, if often travel can save points to rush the passenger members, irregular can be points or low price lift cabin [OK]"
2340,"We all understand, but why there are no ""relevant departments"" out to enforce the law?"
2341,"@Vone a stupid fish: Air tickets to the airline's own website APP to buy.For example, China Southern Airlines often has 40 percent off-season tickets.Meituan above or the original price [OK]"
2342,"It was found about half a year ago.My friend and I are also Android system, using the same software to find, because his mobile phone is a little older than my model, his side is always 30 to 50 yuan cheaper than me.Really outrageous"
2343,"Big and can not fall, the government can do nothing"
2344,"Bder, Xinhua [Support] [Support]"
2346,"Big Vacuole replied to @Meek_Mill: [OK] After ordering takeout, he and his friends will take turn to buy hahaha"
2348,Open the computer Taobao does not log in what can not see....[Hot eyes] [Hot eyes] [Hot eyes] [Hot eyes]
2349,A taxi is also expensive more expensive than other cheap phones!These companies are getting brazshameless
2350,Will a taxi app be charged an Apple tax?
2351,"Fight not dead might as well do not check, check the fine, after the enterprise to continue to kill us, fill back.Penalty penalty, make half a day or the user's money"
2352,What to say about never a taxi [doge]
2359,"Created a more fully competitive market environment, and then we come to kill ripe, just say which APP on the market did not kill ripe?"
2361,"Trump's cousin Johnson plane is best uploaded to a national website at a fixed price for people to buy a ticket can check reports if a high fine of 100,000 large items are applicable"
2366,"Unless you find a penalty of 500,000 yuan [embarrassing] and then specially organize a group of people to brush this data, and then a corresponding penalty, may be timid"
2367,Go out to travel an APP hotel price at home is 200 to the location changed 320 [laugh cry]
2368,"Out of the standard written apology, no, need not be responsible for, even if the fine, for his money is also very small"
2372,"Full competition can not bring fairness, we have to make clear his internal algorithm to prove that killing is nonsense.Summarize the consumption data of different consumers to reach a certain amount, in fact, we can prove the fact of killing the ripe."
2374,Fully competitive for ¡ª¡ª> mutual reporting
2376,"The 648 players said they knew Apple had a draw, and everyone was by default.This should not be considered familiar, compared with the platform of old users and new users."
2383,"Punishment is not what strength ah, this kind of profit often start millions of millions, even if the penalty is tens of thousands of thousands of fines"
2385,Punishment punishment is king
2390,Chen Ping inequality reply @ meat loose loose not loose: delete what?
2391,"Dust xing is mainly a variety of members, buy paid APP, recharge a variety of in-game coupons, and a variety of reward consumption."
2392,Pingping: Tesla's brakes broke and driving to the market didn't come back [doge]
2395,"Check and what, the punishment is not painful, the lack of supervision"
2399,"Grass, the comment I just posted was deleted?"
2401,"Step on the zai spray on my Huawei mobile phone, a few years ago, the railway station didi home round trip 20 yuan, this year changed a vivo, round trip 17 pieces [hot eyes]"
2405,"Not only Apple mobile phones, high-end Android is also the same, will be killed according to the price of your mobile phone, with an expensive mobile phone will default that you are a rich man, I don't know whether Didi and other daily commonly used software is also priced according to the mobile phone model [White Valentine's Day _ fist hard]"
2408,"Do not know whether the exposure is useful, I hope to solve it earlier!"
2410,"No fine, let them grow unlimited."
2411,"Without having to create any competitive market environment, the notification of invalid direct sanctions is over, indefinitely or permanently removed the app, seizure of qualification frozen assets, a combination of fist down to make an example, this group of capitalists will wake up, know who is the father"
2412,"Don't shop and buy on one platform, but shop around on multiple platforms.[Laughand cry] [Laughand cry]"
2414,"Don't buy an iPhone, don't buy it."
2415,"Don't be misled because Apple is expensive, so the app positions you as a high consumer and prices you higher"
2418,What does the painless punishment change
2419,"Different mobile phone users who have watched videos or searched for problems on the same network or have searched for certain goods in an app, and then other users who have used the network at the same time will receive similar search questions and product advertisements... is that familiar?I feel like this is really too k, b, with no privacy at all"
2421,Don't understand why so many people buy air tickets and don't go to the official website?I think the official website is much more useful than Ctrip and so on ah!
2422,Isn't that not to say?What about the result?Will the state not punish it?
2424,"It is not difficult for consumers to prove platform some practice, is that consumers can hardly prove platform any practice [speechless]"
2425,Not that the software was smarter [doge] was just that we were seen through
2426,"It's not Apple, like games, Apple takes 30% of the money members pay app.And the Android platform will also work out.Can you order a 100 yuan takeaway Apple can still charge 30 yuan, what doesn't exist, is the big data kill ripe.How to make each customer pay as much money as possible is one of the topics that capitalists are most concerned about."
2428,What doesn't Apple cost two dollars to do with smoking?
2433,"Not afraid of fines, afraid of removing the shelves for rectification"
2434,You should not be fined casually.Be sure to use a knife.And the knife was stabbed in to see the blood.
2438,Not just Level 3 price discrimination [doge]
2440,"Not only to consumers, such as delivery platform to riders, my friend runs outside. If you often receive very cheap orders, the system thinks you accept cheap orders, and you often show you more and more cheap orders, or even 3 yuan a order"
2441,"There will be no one who does not know that the price is different.I look at them all on multiple platforms.Ctrip flying pig to go where three pick.The bullet train is just 12,306."
2443,"Not only this, my friend and I use Didi at the same time on the same way, she is a few dollars more than me, because my phone is fruit X, she is XR [speechless]"
2444,"Not only between the mobile phone models, but also by the age of the machine owner and economic income.At the same time, my mother's Xiaomi phone was nearly 10 yuan more expensive than my Apple"
2445,"Not only kill ripe, delivery platform, get red envelopes and no red envelope, delivery fee is a difference.In a word, you seem to save money, and the platform will never lose"
2448,"Don't know not to talk well, Apple only buy goods from the Apple store, you don't go to the Apple store, he took what smoke, is killed"
2449,What is it not?Is the punishment?No punishment... then what's the difference between you and you fart?
2450,"Add an Ele. me play...For example, I ordered takeout and entered the payment page, and the final price was 30. I went out to buy a coupon worth 5 yuan. When I came back, I found that the freight rose two yuan.After choosing a 5 yuan coupon before, I found that the reduction amount was less than 5 yuan. After canceling the coupon, I found that the price increase was higher than the initial situation"
2454,"Don't ask, ask is the positioning is not allowed, what air ticket?Goose, may be the phone distance from the plane, where to get money [doge]"
2455,Don't say kill familiar last year to Guiyang to see the house to say that the face recognition is the most lively when the sales office directly said that I have this again is not this price [doge]
2456,"Don't to mention Apple tax, two Apple machines compared did not see, the afternoon that machine difference 2 pieces"
2459,Don't cut it down
2460,"Among other things, the most common Meituan takeout members: still within the membership period, the renewal members range from five yuan to ten yuan.Wait until the member expires a few days to buy members, immediately drop to more than three yuan.If you haven't used Meituan for a long time, opening a membership can even be cheaper to a few cents a month."
2462,"Mark 178 a big bed room, order seconds change 198, I return to the last page, and then order, this time is 178, really magic ah, Meituan"
2464,"After all, you say the rules of the algorithm, so you have a chance to get away!Yes, @ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan!"
2468,It must be fined until it cannot bear it
2470,"For example, Taobao..[Laugh and cry] [Tears of joy]"
2471,"For example, a goose news, against the risk of being fined to earn several hundreds of million, and then was found, to a fine of 500,000, and then ensure that the next time will not.Next time you will make hundreds of millions of dollars in another project [wonderful]"
2472,"The essence is price discrimination, depriving consumers of the surplus"
2475,Being killed by the platform is familiar also can not escape ah
2476,Be killed by Meituan
2477,Which official number of the APP named in the field will dare to explain it
2487,"Half of Apple ah relevant departments need big data monitoring, refer to the prism door [doge]"
2488,Percent fine
2490,"White night naked oat foam I use Meituan, 4 yuan opened a member, gave 6 volumes, the first time to go, the volume can not be changed into 7 yuan exclusive volume, the second time to go, can change, the first time did not buy because I saw can be changed into the exclusive volume, so quit reenter found that can not be changed"
2491,"White piao to soft feet forget another, @ Pinduoduo.You are also such a virtue, don't laugh at others."
2492,"If my account number is sealed, it is your capital in fooling around [crack melon seeds]"
2496,"Publish the big data killing software, and I don't have to kill me"
2500,A fine of 10 million units
2501,"According to the percentage difference of the fine, can big data identification type, there is a corresponding proportion of the price increase range."
2505,"Love meng 2 zero two b station only member purchase and members, I have tried, the price is the same, still so expensive"
2508,Do the Aldians need privacy?
2513,"Ah... I just wanted to buy a $10 home slippers, and I slid three pages of all $50-100 slippers....I just want to ask you in the comments section in some treasure search slippers are really the price of this range?And feel is not inflation before the search is a dozen or twenty"
2515,Ah this won't really someone buy flight still buy from fly pig have no points even if you buy more also have no airline gold and silver card [play call]
2517,"Ali department is the least bottom line. The price of flying pigs is often more expensive than other APP. I can only buy them in flying pigs every time I use the enterprise payment. The hotel is dozens of yuan more expensive than me a night, which is outrageous.In addition to other cooperation when the contact with Ali people, now the Ali impression is very poor..."
2523,WakoWapi replied @ Friday: he means the law just gets the poor
2524,"Did up, the platform official public relations contact you private?"
2531,"tinmo2016 traveled a few years ago, viewed the hotel online in advance, watched it a few times, and then cost higher at a time"
2540,"The saw-sweet reply @Homoschlepien: he means that an app will kill it, the price will rise less, and it can slow this killing.I do it usually"
2552,"Meek_Mill reply @ big Vacuole: My Apple, the same mobile phone, the same delivery APP, most stores used to have a delivery fee, later several months without that APP, now come back either no delivery fee (free), or much cheaper than before.[Lost] [Lost]"
2554,"Mather wish the world Apple system tickets is not smoke, otherwise 30% even only 10% of the cost is better to buy a low-end Android machine to book tickets."
2555,"Lau Stuaft Fish Takeaway, Hotel, Tickets [Smile]"
2556,"The KINO_1790 Apple tax is for in-app purchases, the subscription of the software itself, with 70% to developers and 30% to Apple.However, commodity transactions are not in-house purchase, and do not take the Apple payment way Apple is not a tax, you see those clear prices on Jingdong goods Apple and Android purchase price are the same, Alipay spend 10 yuan Apple can not withdraw three yuan."
2558,"Apple can't get the tax. If you see, the clear price items on JD buy the same price for Apple and Android"
2560,I'm not afraid of JD. I have a price comparison assistant
2561,"Jackson_XIE reply @ little jump frog today nap: the Internet is your kind of keyboard man is not clean, I as an iOS developer just realistic, Apple smoke only smoke program purchase, you this kind of ticket is inside purchase?It is a third party"
2564,"The high-cost of iOS system may be that iOS is too high, but indeed many software has obvious price increases for old users, so I want to know why my Meituan has a 20% discount for the renewal membership?"
2565,The iOS and Android should upgrade the system permissions and deny the app access the phone model
2568,"Reply i860 @ Yibai Hei: This is not the point. You can discuss with him in advance. I use your tools to repair the consequences, which usually costs a few yuan for nominal tool rent.If you have the strength of me too, do not ask people to solve the problem by themselves, the cost is the lowest.As we all know in development, the complete defensive design cost is higher to two orders of magnitude higher than the simple phenomenon, and the relatively complete test is several orders of magnitude higher than the design cost. It cost is huge to build a standardized test platform, but once successful, it can continuously obtain huge profits"
2571,"Different Homoschlepien app prices are not very familiar.Must be the same app and the same hotel, but because of the user's mobile phone model, user activity, and even the user's consumption habits, preferences, and the behavior of the different pricing is considered ""big data kill familiar"""
2572,"hhhSherry is more than after you search or Taobao, you will see product products in various places such as WeChat Taobao browser"
2573,"HanGo said to buy a plane ticket apple draw achievement is not outrageous, am I pay treasure to transfer one thousand apple draw 300 ah [doge]"
2575,"GanlvTech reply @tobell: Random vertical reduction means that the original price is unified, and the real payment is not unified.There is still a difference between the two claims.The easiest way is to compare prices with the airline's official website.If it is more expensive than the official website, there is a problem."
2578,Delivery: only 2.9 members this month
2579,Prices change a lot for emmm tickets
2582,"DECENTdamnation fines should not be fixed in number, should be a fixed percentage"
2590,"B station big member price is different people, the discount is different.I report"
2591,Blooming_Day Taobao you use not those functions to kill ah
2592,"Blooming_Day You wouldn't think you were cheap, just the normal price"
2597,"AokIvan: I don't care what you use, but this video is about big data killing. What has to do with Apple smoking?What are you post this comment?"
2600,"Abyss_Nova video watched no?Compared with the same platform, one 1118 yuan, one 1120 yuan."
2601,The 600 ticket gave me up to 1200. Ctrip.Where to go to wechat.Alipay.The four eaters are so disgusting
2604,"A huge fine of 500,000, it will take several minutes to earn back.Afraid of fear"
2605,"50w fine for these enterprises, casually kill a few to make up back, fine 50w and punish me 5 yuan what difference, just drink less a bottle of water [eat melon] [eat melon]"
2607,"315 Hair, this is to fight the big data kill ripe?"
2609,"2 yuan a person can not see much, but if millions of people across the country, it is the difference of millions of million level... I generally direct Alipay or 12306 to buy, haven't pay attention before, now I drive back home will not care..."
2610,"During the epidemic period in 2020, Ctrip bought air tickets for my father. The price of the two mobile phones and the same flight is different at 2333, and my total ticket number is expensive."
2611,"In 2013, there were news reports about the hotel killing skills."
2617,I ordered the same item four times in 10 minutes because I get one more coupon with a higher value after each payment
2619,"... It seems that you have to prepare a few more mobile phones in the future, before buying all search again [hot eyes]"
2621,[sky-high fine]
2623,Big Data Value to Oil
2626,"""The government needs to step in and break down on Google and Facebook"""
2630,"_ Mr.Water Cousin Johnson: The ticket price is fixed, how much money depends on the discount"
2631,"_ Love, so I usually limit the price to 20 yuan"
2634,"[Laugh and cry] Meituan to buy yuan ancestor cake, 8 inch 258, real pay 235, and then that day inadvertently use his wife's mobile phone to look: discount 50. [Laugh and cry]"
2637,[Hot eyes] So we should go out of the door less play mobile phone
2640,"[Cut the nose] Those who are still eating takeout are rich people, no 50 or 60 can eat nothing, difficult and expensive, I have been useless for a long time"
2641,"[Eat melon seeds] tickets with the official software 12306, with the capital software you are really trust"
2643,"[Dog] The more order takeout, the more expensive, the price can drop after a few days...Most young people have experienced it"
2645,"[Turn your eyes] Didi more dozen more expensive, do not know whether to kill ripe"
2646,[Eat melon] So I use a Google phone.
2648,"[Eat melon] Every time I open Pinduoduo, I feel like the luckiest person in the world [funny]"
2649,"[Eating melon] is that the fine is not enough.Once found.To losing money, no one does it"
2650,"[Eat melon] no need no good?In addition to these things just out when used, after too lazy to use, after all, otherwise buy Wuling Hongguang MINIEV why!Unfortunately, Wuling didn't give me any money"
2653,"[tv_ frown] rarely live in a hotel, I now only use China Bank because there are discounts.Also compared with the official website of China Merchants Airlines (Xiamen Airlines Egret member) and Flying Pig, China Merchants Bank is the same and lower after using coupons.Originally, the flight home before the epidemic could have a-20 coupon within 2 months, so that the flight back to school can still be used, but the results directly do not have to go back to school.[tv_ mace] @ China Merchants Bank APP roll praise.In the past year, the hotel has only used Marriott Travel Home. Out of distrust of Ali department, it has not bound 88 members. I am afraid that he will give me to use big data as a user portrait side [tv_ White Eye]"
2654,[OK] Hotel two mobile phone price difference of 200 yuan!!!
2655,"[doge] Since I saw my colleagues on Meituan a few years ago, and then the same store price difference, MeituanBB 1 [Hot eyes]"
2659,"[doge] said good is economic progress, the number of administrative fines, 20 years ago enough punishment, 20 years later......Mosquito meat"
2660,"[doge] Is the fine awesome, still beat, laughing"
2662,[doge] Is capital the core of the company?
2663,"[doge] Big data is magical, not easy to prove to kill familiar, but can be face recognition"
2665,@ Ctrip Travel Ctrip
2666,@ Ctrip
2669,"@ Tencent Video @ Alipay @ Taobao @ Jingdong @ Meituan @ Didi Taxi @ Ele. me.Come out and slip away, why don't you say a word?Now, after being exposed, he is going to be an ostrich?In my country, this behavior is called: drill a dog hole"
2670,@ Tencent @ Meituan @ Didi @ Alibaba @ Ele. me @ Flying Pig
2671,"@ Tencent @ Alibaba @ Tongcheng Yilong @ Jingdong @ Didi @ Meituan,"
2672,@ Tencent @ Alibaba @ Tong Cheng Yilong @JD@ Didi @ Meituan [doge]
2673,@ Tencent @ Alibaba @ Jingdong @ Feizhu @ Didi @ Meituan @ Ele. me
2674,@ Tencent @ Alibaba @ Didi @ Meituan
2676,@ Tencent @ Alibaba @ Tongcheng Travel @ JD @ Didi @ Meituan Capitalist [Yi Ya] [Yi Ya] [Yi Ya]
2677,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan climb out [spit]
2678,@ Tencent @ Alibaba @ Tongcheng Travel @ JD @ Didi @ Meituan heart is not a ghost out of the table [smile]
2679,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan pretend to die?I came out to wash the ground.
2680,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
2681,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
2682,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
2683,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
2684,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
2685,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
2686,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
2687,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
2688,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
2689,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
2690,@ Tencent @ Alibaba @ Tongcheng Travel @ Jingdong @ Didi @ Meituan
